name,source,page,srd,category,cr,size,ac,hp_average,hp_formula,hit_dice,passive,str,dex,con,int,wis,cha,can_hover,can_fly,can_burrow,speed_walk,speed_fly,speed_swim,speed_climb,speed_burrow,save_con,save_int,save_wis,save_dex,save_cha,save_str,resist_fire,resist_cold,resist_lightning,resist_acid,resist_thunder,resist_poison,resist_necrotic,resist_radiant,resist_force,resist_psychic,resist_bludgeoning,resist_piercing,resist_slashing,resist_nonmagical_attacks,resist_nonmagical_attacks_not_silvered,resist_nonmagical_attacks_not_adamantine,immune_fire,immune_cold,immune_lightning,immune_acid,immune_thunder,immune_poison,immune_necrotic,immune_radiant,immune_force,immune_psychic,immune_bludgeoning,immune_piercing,immune_slashing,immune_nonmagical_attacks,immune_nonmagical_attacks_not_silvered,immune_nonmagical_attacks_not_adamantine,conditionImmune_charmed,conditionImmune_exhaustion,conditionImmune_frightened,conditionImmune_paralyzed,conditionImmune_poisoned,conditionImmune_grappled,conditionImmune_petrified,conditionImmune_prone,conditionImmune_restrained,conditionImmune_unconscious,conditionImmune_blinded,conditionImmune_deafened,conditionImmune_stunned,conditionInflict_charmed,conditionInflict_exhaustion,conditionInflict_frightened,conditionInflict_paralyzed,conditionInflict_poisoned,conditionInflict_grappled,conditionInflict_petrified,conditionInflict_prone,conditionInflict_restrained,conditionInflict_unconscious,conditionInflict_blinded,conditionInflict_deafened,conditionInflict_stunned,traitTags_Amphibious,traitTags_Keen Senses,traitTags_Legendary Resistances,traitTags_Magic Resistance,traitTags_Pounce,traitTags_Magic Weapons,traitTags_Antimagic Susceptibility,traitTags_False Appearance,traitTags_Sneak Attack,traitTags_Illumination,traitTags_Pack Tactics,traitTags_Death Burst,traitTags_Incorporeal Movement,traitTags_Devil's Sight,traitTags_Reckless,traitTags_Undead Fortitude,traitTags_Amorphous,traitTags_Spider Climb,traitTags_Regeneration,traitTags_Charge,traitTags_Brute,traitTags_Damage Absorption,traitTags_Immutable Form,traitTags_Light Sensitivity,traitTags_Turn Immunity,traitTags_Hold Breath,traitTags_Shapechanger,traitTags_Ambusher,traitTags_Fey Ancestry,traitTags_Sunlight Sensitivity,traitTags_Web Walker,traitTags_Siege Monster,traitTags_Web Sense,traitTags_Rejuvenation,traitTags_Flyby,traitTags_Turn Resistance,traitTags_Rampage,traitTags_Water Breathing,traitTags_Spell Immunity,traitTags_Aggressive,atk1_type,atk1_tohit,atk1_avg_dmg,atk1_dmg_roll,atk1_reach,atk1_range,atk2_type,atk2_tohit,atk2_avg_dmg,atk2_dmg_roll,atk2_reach,atk2_range,atk3_type,atk3_tohit,atk3_avg_dmg,atk3_dmg_roll,atk3_reach,atk3_range,spellcasting_Spellcasting,spellcasting_Innate Spellcasting,spellcasting_level,spellcasting_dc,spellcasting_atk,innate_spellcasting_dc,innate_spellcasting_atk,senseTags_SD,senseTags_D,senseTags_B,senseTags_U,senseTags_T,skill_perception,skill_history,skill_stealth,skill_medicine,skill_religion,skill_persuasion,skill_insight,skill_deception,skill_arcana,skill_athletics,skill_acrobatics,skill_survival,skill_intimidation,skill_investigation,skill_nature,skill_performance,skill_sleight of hand,skill_animal handling
Drow Matron Mother,MTF,186,0,humanoid,20,M,17,262,35d8 + 105,35,21,12,18,16,17,21,22,0,0,0,30,0,0,0,0,9,3,11,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,mw,10,7,1d6 + 4,5,NA,mw,9,3,1d6,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,19,11,19,11,1,0,0,0,0,11,3,10,5,9,6,11,6,3,1,4,5,6,3,3,NA,NA,5
Drow Shadowblade,MTF,187,0,humanoid,11,M,17,150,20d8 + 60,20,16,14,21,16,12,14,13,0,0,0,30,0,0,0,0,7,1,6,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,mw,9,8,1d6 + 5,5,NA,rw,9,8,1d6 + 5,NA,30,NA,NA,NA,NA,NA,NA,0,1,0,0,0,13,NA,1,0,0,0,0,6,1,9,2,1,1,2,1,1,2,5,2,1,1,1,NA,NA,2
Duergar Despot,MTF,188,0,humanoid,12,M,21,119,14d8 + 56,14,12,20,5,19,15,14,13,0,0,0,25,0,0,0,0,8,2,6,-3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,9,14,2d8 + 5,5,NA,mw,9,9,1d8 + 5,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,2,2,-3,2,2,1,2,1,2,5,-3,2,1,2,2,NA,NA,2
Duergar Hammerer,MTF,188,0,construct,2,M,17,33,6d8 + 6,6,7,17,7,12,5,5,5,0,0,0,20,0,0,0,0,1,-3,-3,-2,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,mw,5,6,1d6 + 3,5,NA,mw,5,10,2d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,-3,-3,-2,-3,-3,-3,-3,-3,-3,3,-2,-3,-3,-3,-3,NA,NA,-3
Duergar Kavalrachni,MTF,189,0,humanoid,2,M,16,26,4d8 + 8,4,10,14,11,14,11,10,9,0,0,0,25,0,0,0,0,2,0,0,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,4,6,1d8 + 2,5,NA,rw,2,5,1d10,NA,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,2,0,0,-1,0,0,NA,NA,0
Duergar Mind Master,MTF,189,0,humanoid,2,M,14,39,6d8 + 12,6,12,11,17,14,15,10,12,0,0,0,25,0,0,0,0,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,5,5,1d4 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,2,2,5,0,2,1,0,1,2,0,3,0,1,2,2,NA,NA,0
Duergar Screamer,MTF,190,0,construct,3,M,15,38,7d8 + 7,7,7,18,7,12,5,5,5,0,0,0,20,0,0,0,0,1,-3,-3,-2,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,10,1d12 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,-3,-3,-2,-3,-3,-3,-3,-3,-3,4,-2,-3,-3,-3,-3,NA,NA,-3
Duergar Soulblade,MTF,190,0,humanoid,1,M,14,18,4d8,4,10,11,16,10,11,10,12,0,0,0,25,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,5,6,1d6 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,3,0,1,0,0,NA,NA,0
Duergar Stone Guard,MTF,191,0,humanoid,2,M,18,39,6d8 + 12,6,10,18,11,14,11,10,9,0,0,0,25,0,0,0,0,2,0,0,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,6,7,1d6 + 4,5,NA,"mw,rw",6,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,4,0,0,-1,0,0,NA,NA,0
Duergar Warlord,MTF,192,0,humanoid,6,M,20,75,10d8 + 30,10,11,18,11,17,12,12,14,0,0,0,25,0,0,0,0,3,1,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,7,9,1d10 + 4,5,NA,"mw,rw",7,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,1,2,1,4,0,1,2,1,1,NA,NA,1
Duergar Xarrorn,MTF,193,0,humanoid,2,M,18,26,4d8 + 8,4,10,16,11,14,11,10,9,0,0,0,25,0,0,0,0,2,0,0,0,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mw,5,9,1d12 + 3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,3,0,0,-1,0,0,NA,NA,0
Dybbuk,MTF,132,0,fiend,4,M,14,37,5d8 + 15,5,14,6,19,16,16,15,14,1,1,0,0,40,0,0,0,3,3,2,4,2,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,13,2d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,12,NA,1,0,0,0,0,4,3,4,2,3,2,2,6,3,-2,4,2,4,3,3,NA,NA,2
Earth Elemental Myrmidon,MTF,202,0,elemental,7,M,18,127,17d8 + 51,17,10,18,10,17,8,10,10,0,0,0,30,0,0,0,0,3,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,-1,4,0,0,0,-1,-1,NA,NA,0
Eidolon,MTF,194,0,undead,12,M,9,63,18d8 - 18,18 - 18,18,7,8,9,14,19,16,1,1,0,0,40,0,0,0,-1,2,8,-1,3,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,8,2,-1,4,2,3,4,3,2,-2,-1,4,3,2,2,NA,NA,4
Elder Oblex,MTF,219,0,ooze,10,H,16,115,10d12 + 50,10,15,15,16,21,22,13,18,0,0,0,20,0,0,0,0,5,10,1,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,17,4d6 + 3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,18,NA,0,0,1,0,0,5,10,3,1,10,4,1,8,10,2,3,1,4,6,10,NA,NA,1
Elder Tempest,MTF,200,0,elemental,23,G,19,264,16d20 + 96,16,15,23,28,23,2,21,18,1,1,0,0,120,0,0,0,6,-4,12,9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,mw,16,23,4d6 + 9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,5,-4,9,5,-4,4,5,4,-4,6,9,5,4,-4,-4,NA,NA,5
Female Steeder,MTF,238,0,monstrosity,1,L,14,30,4d10 + 8,4,14,15,16,14,2,10,3,0,0,0,30,0,0,30,0,2,-4,0,3,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,5,7,1d8 + 3,5,NA,mw,5,NA,"{@atk mw} {@hit 5} to hit, reach 5 ft., one Medium or smaller creature. {@h}The target is stuck to the steeder's leg and is {@condition grappled} until it escapes (escape {@dc 12}). The steeder can have only one creature {@condition grappled} at a time.",5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,4,-4,7,0,-4,-4,0,-4,-4,2,3,0,-4,-4,-4,NA,NA,0
Fire Elemental Myrmidon,MTF,203,0,elemental,7,M,18,123,19d8 + 38,19,10,13,18,15,9,10,10,0,0,0,40,0,0,0,0,2,-1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,4,0,-1,0,0,0,-1,1,4,0,0,-1,-1,NA,NA,0
Fraz-Urb'luu,MTF,146,0,fiend,23,L,18,337,27d10 + 189,27,24,29,12,25,26,24,26,0,1,0,40,40,0,0,0,14,15,14,8,8,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,16,19,3d6 + 9,10,NA,mw,16,22,3d8 + 9,10,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,23,NA,0,0,0,1,0,14,8,8,7,8,8,7,15,8,9,1,7,8,8,8,NA,NA,7
Frost Salamander,MTF,223,0,elemental,9,H,17,168,16d12 + 64,16,14,20,12,18,7,11,7,0,0,1,60,0,0,40,40,8,-2,4,1,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,9,8,1d6 + 5,10,NA,mw,9,9,1d8 + 5,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,4,-2,1,0,-2,-2,0,-2,-2,5,1,0,-2,-2,-2,NA,NA,0
Geryon,MTF,173,0,fiend,22,H,19,300,24d12 + 144,24,20,29,17,22,19,16,23,0,1,0,30,50,0,0,0,13,4,10,10,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,16,23,4d6 + 9,15,NA,mw,16,14,2d4 + 9,20,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,21,NA,0,0,0,1,0,10,4,3,3,4,6,3,13,4,9,3,3,13,4,4,NA,NA,3
Giff,MTF,204,0,humanoid,3,M,16,60,8d8 + 24,8,11,18,14,17,11,12,12,0,0,0,30,0,0,0,0,3,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,6,8,1d8 + 4,5,NA,rw,4,8,1d12 + 2,NA,40,rw,4,7,1d10 + 2,NA,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1,0,4,2,1,1,0,0,NA,NA,1
Githyanki Gish,MTF,205,0,humanoid,10,M,17,123,19d8 + 38,19,16,17,15,14,16,15,16,0,0,0,30,0,0,0,0,6,7,6,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,7,7,1d8 + 3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,15,7,0,0,0,0,0,0,0,6,3,6,2,3,3,6,3,3,3,2,2,3,3,3,NA,NA,2
Githyanki Kith'rak,MTF,205,0,humanoid,12,M,18,180,24d8 + 72,24,16,18,16,17,16,15,17,0,0,0,30,0,0,0,0,7,7,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,11,2d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,3,3,2,3,3,4,3,2,7,3,3,NA,NA,2
Githyanki Supreme Commander,MTF,206,0,humanoid,14,M,18,187,22d8 + 88,22,18,19,17,18,16,16,18,0,0,0,30,0,0,0,0,9,8,8,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,12,14,2d6 + 7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,4,8,4,3,4,3,3,9,3,3,NA,NA,3
Githzerai Anarch,MTF,207,0,humanoid,16,M,20,144,17d8 + 68,17,20,16,21,18,18,20,14,1,1,0,30,40,0,0,0,4,9,10,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,10,14,2d8 + 5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,5,4,2,10,2,9,3,5,5,2,4,4,NA,NA,5
Githzerai Enlightened,MTF,208,0,humanoid,10,M,18,112,15d8 + 45,15,18,14,19,16,17,19,13,0,0,0,30,0,0,0,0,3,7,8,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,13,2d8 + 4,5,NA,mw,8,13,2d8 + 4,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,4,3,1,8,1,7,2,4,4,1,3,3,NA,NA,4
Gloom Weaver,MTF,224,0,humanoid,9,M,14,104,16d8 + 32,16,11,11,18,14,15,12,18,0,0,0,30,0,0,0,0,6,2,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,mw,8,7,1d6 + 4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,16,8,16,8,0,1,0,0,0,1,2,4,1,2,4,1,4,2,0,4,1,4,2,2,NA,NA,1
Gray Render,MTF,209,0,monstrosity,12,L,19,189,18d10 + 90,18,12,19,13,20,3,6,8,0,0,0,30,0,0,0,0,9,-4,-2,1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,8,17,2d12 + 4,5,NA,mw,8,13,2d8 + 4,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,-4,1,-2,-4,-1,-2,-1,-4,4,1,-2,-1,-4,-4,NA,NA,-2
Graz'zt,MTF,149,0,fiend,24,L,20,346,33d10 + 165,33,22,22,15,21,23,21,26,0,0,0,40,0,0,0,0,12,6,12,9,8,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mw,13,20,4d6 + 6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,23,NA,0,0,0,1,0,12,6,2,5,6,15,12,15,6,6,2,5,8,6,6,NA,NA,5
